ID,name,article_ID
57202910818,Knighton B.E.,169
55213245300,Nielson M.,45
55213245300,Nielson M.,168
55213245300,Nielson M.,169
57211642778,Hardy R.T.,45
57211642778,Hardy R.T.,168
57211642778,Hardy R.T.,169
57196372172,Alejandro A.,45
57196372172,Alejandro A.,168
57196372172,Alejandro A.,169
57208225620,Rawlings L.,45
57208225620,Rawlings L.,168
57208225620,Rawlings L.,169
57209824884,Johnson J.A.,45
57209824884,Johnson J.A.,168
57209824884,Johnson J.A.,169
57209824884,Johnson J.A.,365
57209824884,Johnson J.A.,387
6701646284,Peatross J.,46
6701646284,Peatross J.,296
6701646284,Peatross J.,301
6701646284,Peatross J.,587
57216751001,Atkinson N.,46
57216751001,Atkinson N.,296
57216748895,Hodge D.,46
57216748895,Hodge D.,296
36913263000,Pratt B.,46
36913263000,Pratt B.,296
57217283178,Romero M.,46
57217283178,Romero M.,296
57216749286,Schulzke C.,46
57216749286,Schulzke C.,296
7005357023,Ware M.,46
7005357023,Ware M.,296
57192943554,Ottosson H.J.,47
57192943554,Ottosson H.J.,325
57192943554,Ottosson H.J.,813
56709287700,Hamilton E.S.,48
56709287700,Hamilton E.S.,63
56709287700,Hamilton E.S.,174
56709287700,Hamilton E.S.,350
56709287700,Hamilton E.S.,519
56709287700,Hamilton E.S.,604
56709287700,Hamilton E.S.,743
56709287700,Hamilton E.S.,833
7003772744,Crane N.B.,49
7003772744,Crane N.B.,75
7003772744,Crane N.B.,112
7003772744,Crane N.B.,166
7003772744,Crane N.B.,182
7003772744,Crane N.B.,226
7003772744,Crane N.B.,229
7003772744,Crane N.B.,251
7003772744,Crane N.B.,336
7003772744,Crane N.B.,386
7003772744,Crane N.B.,427
57195970826,Aryal B.R.,50
57203943386,Ranasinghe D.R.,50
57193834529,Westover T.R.,50
57203942414,Calvopiña D.G.,50
7410190129,Davis R.C.,50
7410190129,Davis R.C.,80
7410190129,Davis R.C.,363
7410190129,Davis R.C.,509
7410190129,Davis R.C.,719
7007046711,Harb J.N.,50
7007046711,Harb J.N.,69
7007046711,Harb J.N.,509
7007046711,Harb J.N.,719
7006111578,Woolley A.T.,50
7006111578,Woolley A.T.,173
7006111578,Woolley A.T.,266
7006111578,Woolley A.T.,330
7006111578,Woolley A.T.,332
7006111578,Woolley A.T.,480
7006111578,Woolley A.T.,533
7006111578,Woolley A.T.,555
7006111578,Woolley A.T.,688
56371366400,Fujimoto M.S.,51
56371366400,Fujimoto M.S.,457
56371366400,Fujimoto M.S.,718
56371366400,Fujimoto M.S.,721
56371366400,Fujimoto M.S.,722
57202818911,Lyman C.A.,51
57202818911,Lyman C.A.,167
57202818911,Lyman C.A.,256
57202818911,Lyman C.A.,457
57202818911,Lyman C.A.,718
57202818911,Lyman C.A.,721
57202818911,Lyman C.A.,722
7102523474,Clement M.J.,51
7102523474,Clement M.J.,167
7102523474,Clement M.J.,256
7102523474,Clement M.J.,457
7102523474,Clement M.J.,718
7102523474,Clement M.J.,721
7102523474,Clement M.J.,722
7003927879,Bunimovich L.,52
57217245563,Passey D.J.,52
57198519795,Smith D.,52
55100119300,Webb B.,52
39861044100,Borden M.J.,53
39861044100,Borden M.J.,493
39861044100,Borden M.J.,512
36708895400,Thomas D.C.,53
36708895400,Thomas D.C.,493
36708895400,Thomas D.C.,512
57210419894,Yu M.,54
57210419894,Yu M.,184
14059209700,Zhang D.,54
14059209700,Zhang D.,184
14059209700,Zhang D.,237
14059209700,Zhang D.,502
7406665619,Lee D.-J.,54
7406665619,Lee D.-J.,72
7406665619,Lee D.-J.,73
7406665619,Lee D.-J.,150
7406665619,Lee D.-J.,171
7406665619,Lee D.-J.,178
7406665619,Lee D.-J.,184
7406665619,Lee D.-J.,217
7406665619,Lee D.-J.,233
7406665619,Lee D.-J.,237
7406665619,Lee D.-J.,652
7406665619,Lee D.-J.,836
7201793184,Desai A.,54
7201793184,Desai A.,184
7201793184,Desai A.,836
56692412900,Gunnarsson A.,55
56692412900,Gunnarsson A.,87
57211105311,Andersson K.,55
57211105311,Andersson K.,87
7202518970,Adams B.R.,55
7202518970,Adams B.R.,87
7202518970,Adams B.R.,299
7202518970,Adams B.R.,329
7202518970,Adams B.R.,420
7202518970,Adams B.R.,805
7202518970,Adams B.R.,807
7202518970,Adams B.R.,808
7202518970,Adams B.R.,814
12445742400,Fredriksson C.,55
12445742400,Fredriksson C.,87
57218836048,Peters W.,56
57194504247,Jones T.,56
7202040335,Efimov A.,56
14631026900,Pedersoli E.,56
55159798000,Foglia L.,56
54941111500,Mincigrucci R.,56
55258876800,Nikolov I.,56
7006038251,Trebino R.,56
20735824800,Sandberg R.,56
20735824800,Sandberg R.,110
55846910700,Danailov M.,56
6602657620,Capotondi F.,56
14033765300,Bencivenga F.,56
13005462200,Bowlan P.,56
55770396700,Frazer D.,57
23099630500,Hosemann P.,57
57215680724,Warr C.,58
57205652801,Valdoz J.C.,58
57195427378,Bickham B.P.,58
57195427378,Bickham B.P.,688
57215684781,Knight C.J.,58
57215687139,Franks N.A.,58
57215697686,Chartrand N.,58
56251876800,Van Ry P.M.,58
7202687601,Christensen K.A.,58
56514586700,Cook A.D.,58
56514586700,Cook A.D.,410
56514586700,Cook A.D.,443
